Unnamed: 0,dataset,n_records,n_subjects,n_tasks,nchans_set,sampling_freqs,duration_hours_total,size,size_bytes,source,DatasetID,Type Subject,modality of exp,type of exp,record_modality,dataset_title,license,doi,nemar_citation_count
230,ds004541,18,8,1,59*,1000*,12.130006388888887,2.9 GB,3112226120,openneuro,ds004541,Surgery,Anesthesia,Clinical/Intervention,"eeg, fnirs",Multimodal EEG-fNIRS data from patients undergoing general anesthesia,CC0,doi:10.18112/openneuro.ds004541.v1.0.0,
231,ds004551,125,114,1,128*,1000,1.0367611111111112,68.93 GB,74017379206,openneuro,ds004551,Unknown,Sleep,Sleep,ieeg,iEEG on children during slow wave sleep,CC0,doi:10.18112/openneuro.ds004551.v1.0.6,3.0
232,ds004554,16,16,1,99,1000,0.0244488888888888,8.78 GB,9432071415,openneuro,ds004554,Healthy,Visual,Decision-making,eeg,Forced Picture Naming Task,CC0,doi:10.18112/openneuro.ds004554.v1.0.4,0.0
233,ds004561,23,23,1,64,10000,11.379221527777778,97.67 GB,104871731022,openneuro,ds004561,Healthy,Motor,Perception,eeg,Illusion of Agency over Electrically-Actuated Movements,CC0,doi:10.18112/openneuro.ds004561.v1.0.0,2.0
234,ds004563,119,40,1,64,2048,64.68555555555555,100.89 GB,108333359388,openneuro,ds004563,Other,Multisensory,Perception,eeg,Vicarious touch: overlapping neural patterns between seeing and feeling touch,CC0,doi:10.18112/openneuro.ds004563.v1.0.1,1.0
235,ds004572,516,52,10,61,1000,53.24708222222222,43.56 GB,46776268551,openneuro,ds004572,Healthy,Auditory,Perception,eeg,The effects of sham hypnosis techniques,CC0,doi:10.18112/openneuro.ds004572.v1.3.2,2.0
236,ds004574,146,146,1,63*,500,31.04288888888889,13.48 GB,14469987580,openneuro,ds004574,Parkinson's,Multisensory,Clinical/Intervention,eeg,Cross-modal Oddball Task.,CC0,doi:10.18112/openneuro.ds004574.v1.0.0,1.0
237,ds004577,130,103,1,19*,200,22.973859722222223,652.67 MB,684369909,openneuro,ds004577,Healthy,Sleep,Clinical/Intervention,eeg,Dataset containing resting EEG for a sample of 103 normal infants in the first year of life,CC0,doi:10.18112/openneuro.ds004577.v1.0.1,3.0
238,ds004579,139,139,1,63*,500,55.70307777777777,24.12 GB,25896737364,openneuro,ds004579,Parkinson's,Visual,Decision-making,eeg,Interval Timing Task,CC0,doi:10.18112/openneuro.ds004579.v1.0.0,1.0
239,ds004580,147,147,1,63*,500,36.514361111111114,15.84 GB,17008438192,openneuro,ds004580,Parkinson's,Visual,Decision-making,eeg,Simon-conflict Task.,CC0,doi:10.18112/openneuro.ds004580.v1.0.0,1.0
240,ds004582,73,73,1,64,10000,34.243775722222225,294.22 GB,315915939030,openneuro,ds004582,Healthy,Visual,Affect,eeg,FakeFaceEmo_data,CC0,doi:10.18112/openneuro.ds004582.v1.0.0,0.0
241,ds004584,149,149,1,63*,500,6.641037222222223,2.87 GB,3078216426,openneuro,ds004584,Parkinson's,Resting State,Clinical/Intervention,eeg,Rest eyes open,CC0,doi:10.18112/openneuro.ds004584.v1.0.0,2.0
242,ds004587,114,103,1,64,10000,25.51370786111111,219.34 GB,235517890332,openneuro,ds004587,Healthy,Visual,Decision-making,eeg,IllusionGameEEG_data,CC0,doi:10.18112/openneuro.ds004587.v1.0.0,0.0
243,ds004588,42,42,1,24,300,4.957289814814814,534.06 MB,560003959,openneuro,ds004588,Healthy,Visual,Decision-making,eeg,Neuma,CC0,doi:10.18112/openneuro.ds004588.v1.2.0,1.0
244,ds004595,53,53,1,66,500,17.077527777777778,7.81 GB,8390886212,openneuro,ds004595,Other,Visual,Decision-making,eeg,EEG: RL Task (3-Armed Bandit) with alcohol cues in hazardous drinkers and ctls,CC0,doi:10.18112/openneuro.ds004595.v1.0.0,1.0
245,ds004598,20,9,1,16,10000,8.2455,9.94 GB,10673023391,openneuro,ds004598,Unknown,Unknown,Unknown,eeg,LFP during linear track in 6-month old TgF344-AD rats,CC0,doi:10.18112/openneuro.ds004598.v1.0.0,0.0
246,ds004602,546,182,3,129,500*,87.17373944444445,73.91 GB,79364456510,openneuro,ds004602,Healthy,Visual,Perception,eeg,Registered Replication Report of ERN/Pe Psychometrics,CC0,doi:10.18112/openneuro.ds004602.v1.0.1,5.0
247,ds004603,37,37,1,65,1024,30.653045518663195,27.37 GB,29391618186,openneuro,ds004603,Healthy,Visual,Perception,eeg,Visual Attribute-Specific Contextual Trajectory Paradigm,CC0,doi:10.18112/openneuro.ds004603.v1.1.0,1.0
248,ds004621,167,42,4,127,1000,45.42930277777778,77.38 GB,83086874697,openneuro,ds004621,Healthy,Visual,Decision-making,eeg,The Nencki-Symfonia EEG/ERP dataset,CC0,doi:10.18112/openneuro.ds004621.v1.0.4,1.0
249,ds004624,614,3,28,36*,1000,,19.31 GB,20739089774,openneuro,ds004624,Unknown,Unknown,Clinical/Intervention,ieeg,Intracranial recordings using BCI2000 and the CorTec BrainInterchange,CC0,doi:10.18112/openneuro.ds004624.v2.0.0,0.0
250,ds004625,543,32,9,284*,500,28.581393888888886,62.46 GB,67068941232,openneuro,ds004625,Healthy,Motor,Attention,eeg,Mind in Motion Young Adults Walking Over Uneven Terrain,CC0,doi:10.18112/openneuro.ds004625.v1.0.2,0.0
251,ds004626,52,52,1,68,1000,21.358625555555555,19.87 GB,21336340983,openneuro,ds004626,Other,Visual,Attention,eeg,Can we dissociate hypervigilance to social threats from altered perceptual decision-making processes in lonely individuals? An exploration with Drift Diffusion Modelling and event-related potentials.,CC0,doi:10.18112/openneuro.ds004626.v1.0.2,1.0
252,ds004635,48,48,1,129,1000,16.849317222222222,26.05 GB,27971375388,openneuro,ds004635,Healthy,Multisensory,Attention,eeg,Gaffrey Lab Infant Microstates Reliability,CC0,doi:10.18112/openneuro.ds004635.v3.1.0,2.0
253,ds004642,10,10,1,8*,20000,1.069361111111111,1.2 GB,1292805561,openneuro,ds004642,Surgery,Other,Other,ieeg,Intraoperative recordings of medianus stimulation with low and high impedance ECoG,CC0,doi:10.18112/openneuro.ds004642.v1.0.1,2.0
254,ds004657,119,24,1,74,1024*,27.205277777777777,43.06 GB,46237302253,openneuro,ds004657,Healthy,Motor,Decision-making,eeg,Driving with Autonomous Aids,CC0,doi:10.18112/openneuro.ds004657.v1.0.3,1.0
255,ds004660,42,21,1,38,512*,23.79277777777778,7.25 GB,7782408262,openneuro,ds004660,Healthy,Multisensory,Attention,eeg,TNO,CC0,doi:10.18112/openneuro.ds004660.v1.0.2,1.0
256,ds004661,17,17,1,64,128,10.13709201388889,1.4 GB,1505576944,openneuro,ds004661,Healthy,Multisensory,Memory,eeg,ANDI,CC0,doi:10.18112/openneuro.ds004661.v1.1.0,0.0
257,ds004696,8,8,1,226*,2048,9.122338324652778,14.17 GB,15212997823,openneuro,ds004696,Epilepsy,Other,Clinical/Intervention,ieeg,HAPwave_bids,CC0,doi:10.18112/openneuro.ds004696.v1.0.1,1.0
258,ds004703,11,10,1,148*,1024*,9.091059027777778,12.37 GB,13278807157,openneuro,ds004703,Surgery,Auditory,Memory,ieeg,sEEG Passive listening to natural speech,CC0,doi:10.18112/openneuro.ds004703.v1.1.0,2.0
259,ds004706,298,34,2,137,2048,470.60607069227433,1.3 TB,1426144562699,openneuro,ds004706,Healthy,Visual,Memory,eeg,Spatial memory and non-invasive closed-loop stimulus timing,CC0,doi:10.18112/openneuro.ds004706.v1.0.0,3.0
260,ds004718,51,51,1,64,1000,21.836041388888887,37.03 GB,39765512028,openneuro,ds004718,Healthy,Auditory,Learning,eeg,Le Petit Prince Hong Kong: Naturalistic fMRI and EEG dataset from older Cantonese speakers,CC0,doi:10.18112/openneuro.ds004718.v1.1.2,1.0
261,ds004738,25,4,2,323*,5000,0.4349166666666667,6.13 GB,6587104869,openneuro,ds004738,Other,Other,Other,meg,sfb_meg_phantom (B04/C01),CC0,doi:10.18112/openneuro.ds004738.v1.0.1,1.0
262,ds004745,6,6,1,8,1000,1.7556605555555556,242.08 MB,253839277,openneuro,ds004745,Healthy,Visual,Other,eeg,8-Channel SSVEP EEG Dataset with Artifact Trials,CC0,doi:10.18112/openneuro.ds004745.v1.0.1,0.0
263,ds004752,136,15,1,64*,2000*,0.3022222222222222,10.23 GB,10984448479,openneuro,ds004752,Epilepsy,Auditory,Memory,"eeg, ieeg","Dataset of intracranial EEG, scalp EEG and beamforming sources from epilepsy patients performing a verbal working memory task",CC0,doi:10.18112/openneuro.ds004752.v1.0.1,4.0
264,ds004770,22,10,1,128*,1000,2.0000166666666668,8.69 GB,9325612810,openneuro,ds004770,Epilepsy,Visual,Memory,ieeg,iEEG on children during gameplay,CC0,doi:10.18112/openneuro.ds004770.v1.0.0,2.0
265,ds004771,61,61,1,34,256,0.0221072048611111,1.36 GB,1462175616,openneuro,ds004771,Healthy,Visual,Decision-making,eeg,EEG/ERP data from a Python Reading Task,CC0,doi:10.18112/openneuro.ds004771.v1.0.0,1.0
266,ds004774,14,14,2,133*,2048,11.947781982421876,24.78 GB,26608945134,openneuro,ds004774,Unknown,Unknown,Unknown,ieeg,Automatic Evoked Response Detection (ER-Detect) dataset,CC0,doi:10.18112/openneuro.ds004774.v1.0.0,
267,ds004784,6,1,6,264,512,0.5408333333333334,1.01 GB,1084178641,openneuro,ds004784,Healthy,Motor,Attention,eeg,"Phantom EEG Dataset with Motion, Muscle, and Eye Artifacts and Example Scripts",CC0,doi:10.18112/openneuro.ds004784.v1.0.4,1.0
268,ds004785,17,17,1,32,500,0.0188888888888888,351.17 MB,368223688,openneuro,ds004785,Healthy,Motor,Motor,eeg,EEG data for paper titled - Precise cortical contributions to feedback sensorimotor control during reactive balance,CC0,doi:10.18112/openneuro.ds004785.v1.0.1,1.0
269,ds004789,983,273,1,126*,1000*,776.4940177977268,576.31 GB,618808962711,openneuro,ds004789,Unknown,Visual,Memory,ieeg,Delayed Free Recall of Word Lists,CC0,doi:10.18112/openneuro.ds004789.v3.1.0,3.0
270,ds004796,235,79,3,127,1000,43.99488333333333,240.19 GB,257896989782,openneuro,ds004796,Other,Visual/Resting State,Memory/Resting state,eeg,"A Polish Electroencephalography, Alzheimer’s Risk-genes, Lifestyle and Neuroimaging (PEARL-Neuro) Database",CC0,doi:10.18112/openneuro.ds004796.v1.1.0,1.0
271,ds004802,79,39,1,69,512*,40.855,10.07 GB,10810016249,openneuro,ds004802,Other,Visual,Affect,eeg,Pilot data for Loneliness in the Brain: Distinguishing Between Hypersensitivity and Hyperalertness,CC0,doi:10.18112/openneuro.ds004802.v1.0.0,1.0
272,ds004809,889,252,1,126*,1000*,575.3024328526149,477.18 GB,512365835522,openneuro,ds004809,Unknown,Unknown,Unknown,ieeg,Categorized Free Recall: Delayed Free Recall of Word Lists Organized by Semantic Categories,CC0,doi:10.18112/openneuro.ds004809.v2.2.0,1.0
273,ds004816,20,20,1,63,1000,10.713711111111111,9.06 GB,9731821453,openneuro,ds004816,Healthy,Visual,Attention,eeg,EEG-attention-rsvp-exp1,CC0,doi:10.18112/openneuro.ds004816.v1.0.0,0.0
274,ds004817,20,20,1,63,1000,11.900994444444445,10.07 GB,10808487309,openneuro,ds004817,Healthy,Visual,Attention,eeg,EEG-attention-rsvp-exp2,CC0,doi:10.18112/openneuro.ds004817.v1.0.0,0.0
275,ds004819,8,1,1,64,30000,0.0522222222222222,688.67 MB,722127657,openneuro,ds004819,Unknown,Unknown,Unknown,ieeg,"Flexible, Scalable, High Channel Count Stereo-Electrode for Recording in the Human Brain",CC0,doi:10.18112/openneuro.ds004819.v1.0.0,1.0
276,ds004830,14,12,1,72*,50,,1.23 GB,1321472833,openneuro,ds004830,Unknown,Unknown,Unknown,fnirs,Spatial Attention Decoding using fNIRS During Complex Scene Analysis,CC0,doi:10.18112/openneuro.ds004830.v2.0.0,
277,ds004837,106,60,1,[],3000*,,119.94 GB,128779377455,openneuro,ds004837,Schizophrenia/Psychosis,Auditory,Perception,meg,Magnetoencephalographic (MEG) Pitch and Duration Mismatch Negativity (MMN) in First-Episode Psychosis,CC0,doi:10.18112/openneuro.ds004837.v1.0.2,0.0
278,ds004840,51,9,3,10*,1024*,10.935833333333331,599.5 MB,628618633,openneuro,ds004840,Other,Auditory,Clinical/Intervention,eeg,"Dataset of electrophysiological signals (EEG, ECG, EMG) during Music therapy with adult burn patients in the Intensive Care Unit.",CC0,doi:10.18112/openneuro.ds004840.v1.0.1,1.0
279,ds004841,147,20,1,70,256,28.44555555555555,7.31 GB,7846933953,openneuro,ds004841,Healthy,Multisensory,Attention,eeg,TX14,CC0,doi:10.18112/openneuro.ds004841.v1.0.1,0.0
280,ds004842,102,14,1,70*,256,20.165277777777774,5.21 GB,5589053822,openneuro,ds004842,,Multisensory,Attention,eeg,TX15,CC0,doi:10.18112/openneuro.ds004842.v1.0.0,0.0
281,ds004843,92,14,1,70,256,28.9975,7.66 GB,8229205347,openneuro,ds004843,Healthy,Visual,Attention,eeg,T16,CC0,doi:10.18112/openneuro.ds004843.v1.0.0,0.0
282,ds004844,68,17,1,72,1024,21.252222222222223,22.33 GB,23976121518,openneuro,ds004844,Healthy,Multisensory,Decision-making,eeg,T22,CC0,doi:10.18112/openneuro.ds004844.v1.0.0,0.0
283,ds004849,1,1,1,64,128,0.5350499131944444,79.21 MB,83056636,openneuro,ds004849,Unknown,Unknown,Unknown,eeg,STRONG,CC0,doi:10.18112/openneuro.ds004849.v1.0.0,0.0
284,ds004850,1,1,1,64,128,0.5350499131944444,79.21 MB,83056630,openneuro,ds004850,Unknown,Unknown,Unknown,eeg,ODE,CC0,doi:10.18112/openneuro.ds004850.v1.0.0,0.0
285,ds004851,66,66,1,72,2048,18.58285617404514,55.93 GB,60057550495,openneuro,ds004851,Unknown,Unknown,Unknown,eeg,HID,CC0,doi:10.18112/openneuro.ds004851.v2.1.0,0.0
286,ds004852,1,1,1,64,128,0.5350499131944444,79.21 MB,83056658,openneuro,ds004852,Unknown,Unknown,Unknown,eeg,InsurgentCivilian,CC0,doi:10.18112/openneuro.ds004852.v1.0.0,0.0
287,ds004853,1,1,1,64,128,0.5350499131944444,79.21 MB,83056632,openneuro,ds004853,Unknown,Unknown,Unknown,eeg,TX17,CC0,doi:10.18112/openneuro.ds004853.v1.0.0,0.0
288,ds004854,1,1,1,64,128,0.5350499131944444,79.21 MB,83056632,openneuro,ds004854,Unknown,Unknown,Unknown,eeg,TX18,CC0,doi:10.18112/openneuro.ds004854.v1.0.0,0.0
289,ds004855,1,1,1,64,128,0.5350499131944444,79.21 MB,83056628,openneuro,ds004855,Unknown,Unknown,Unknown,eeg,FT,CC0,doi:10.18112/openneuro.ds004855.v1.0.0,0.0
290,ds004859,9,7,1,128*,1000,2.669722222222222,2.27 GB,2435511071,openneuro,ds004859,Unknown,Unknown,Unknown,ieeg,iEEG on children during Stroop task,CC0,doi:10.18112/openneuro.ds004859.v1.0.0,0.0
291,ds004860,31,31,1,36,512*,16.364166666666666,3.79 GB,4065631774,openneuro,ds004860,Healthy,Auditory,Decision-making,eeg,Investigating the cognitive conflict triggered by moral judgment of accidental harm : an event-related potentials study,CC0,doi:10.18112/openneuro.ds004860.v1.0.0,1.0
292,ds004865,172,42,1,100*,1000*,180.6291955494362,97.79 GB,104999471870,openneuro,ds004865,Surgery,Visual,Memory,ieeg,"pyFR: Delayed Free Recall of Word Lists, Preliminary Cognitive Electrophysiology Study",CC0,doi:10.18112/openneuro.ds004865.v2.0.1,0.0
293,ds004883,516,172,3,129,500,139.97186555555555,122.8 GB,131858855109,openneuro,ds004883,Healthy,Visual,Decision-making,eeg,Registerd Report of ERN During Three Versions of a Flanker Task,CC0,doi:10.18112/openneuro.ds004883.v1.0.0,3.0
294,ds004902,218,71,2,61,500*,18.118427777777775,8.29 GB,8898598868,openneuro,ds004902,Healthy,Resting State,Resting state,eeg,A Resting-state EEG Dataset for Sleep Deprivation,CC0,doi:10.18112/openneuro.ds004902.v1.0.8,3.0
295,ds004917,24,24,1,66,5000,14.579594444444444,37.45 GB,40213447001,openneuro,ds004917,Healthy,Multisensory,Decision-making,eeg,Probability Decision-making Task with ambiguity,CC0,doi:10.18112/openneuro.ds004917.v1.0.1,0.0
296,ds004929,36,12,1,200,8,,302.45 MB,317141546,openneuro,ds004929,Unknown,Unknown,Unknown,fnirs,BallSqueezingHD,CC0,doi:10.18112/openneuro.ds004929.v1.0.0,
297,ds004940,48,22,2,128,512,36.86361111111111,118.51 GB,127252523354,openneuro,ds004940,Healthy,Auditory,Attention,eeg,Neurophysiological measures of covert semantic processing in neurotypical adolescents actively ignoring spoken sentence inputs: A high-density event-related potential (ERP) study.,CC0,doi:10.18112/openneuro.ds004940.v1.0.1,
298,ds004942,62,62,1,65,1000,28.282224444444445,25.05 GB,26899933059,openneuro,ds004942,Healthy,Visual,Memory,eeg,SpatialMemory,CC0,doi:10.18112/openneuro.ds004942.v1.0.0,1.0
299,ds004944,44,22,1,3*,2000,3.0518518055555552,451.15 MB,473061643,openneuro,ds004944,Epilepsy,Other,Clinical/Intervention,ieeg,Dataset of BCI2000-compatible intraoperative ECoG with neuromorphic encoding,CC0,doi:10.18112/openneuro.ds004944.v1.1.0,1.0
300,ds004951,23,11,1,64*,1000,25.926832500000003,22.0 GB,23627351784,openneuro,ds004951,Other,Tactile,Learning,eeg,Braille letters - EEG,CC0,doi:10.18112/openneuro.ds004951.v1.0.0,1.0
301,ds004952,245,10,1,128,1000,121.74074361111111,207.12 GB,222393779876,openneuro,ds004952,Healthy,Visual,Attention,eeg,ChineseEEG: A Chinese Linguistic Corpora EEG Dataset for Semantic Alignment and Neural Decoding,CC0,doi:10.18112/openneuro.ds004952.v1.2.2,2.0
302,ds004973,222,20,12,16,50,50.14391111111111,2.32 GB,2486210305,openneuro,ds004973,Healthy,Visual,Attention,fnirs,An fNIRS dataset for driving risk cognition of passengers in highly automated driving scenarios,CC0,doi:10.18112/openneuro.ds004973.v1.0.1,
303,ds004977,6,4,1,273*,4800,0.8750833333333332,1.49 GB,1604950022,openneuro,ds004977,Epilepsy,Other,Other,ieeg,CARLA: Adjusted common average referencing for cortico-cortical evoked potential data,CC0,doi:10.18112/openneuro.ds004977.v1.2.0,2.0
304,ds004980,17,17,1,64,499*,36.846338890955984,15.82 GB,16989514308,openneuro,ds004980,Healthy,Visual,Perception,eeg,EEG data set for a architectural affordances task,CC0,doi:10.18112/openneuro.ds004980.v1.0.0,1.0
305,ds004993,3,3,3,148*,512*,0.2299173990885416,305.11 MB,319927247,openneuro,ds004993,Epilepsy,Auditory,Perception,ieeg,"WIRED ICM Sample Dataset - Workshop on Intracranial Recordings in Humans, Epilepsy, DBS",CC0,doi:10.18112/openneuro.ds004993.v1.1.2,0.0
306,ds004995,20,20,1,127,1000,16.189522222222223,27.6 GB,29637642698,openneuro,ds004995,Healthy,Visual,Attention,eeg,The Time-Course of Food Representation in the Human Brain,CC0,doi:10.18112/openneuro.ds004995.v1.0.2,1.0
307,ds004998,145,20,6,323*,2000,10.766654722222222,161.76 GB,173691728283,openneuro,ds004998,Parkinson's,Motor,Motor,meg,Exploring the electrophysiology of Parkinson's disease - magnetoencephalography combined with deep brain recordings from the subthalamic nucleus.,CC0,doi:10.18112/openneuro.ds004998.v1.2.2,1.0
308,ds005007,42,40,1,100*,1000,9.423494444444446,8.29 GB,8896470075,openneuro,ds005007,Unknown,Unknown,Unknown,ieeg,Auditory naming task with questions that begin or end with a wh-interrogative,CC0,doi:10.18112/openneuro.ds005007.v1.0.0,0.0
309,ds005021,36,36,1,72,1024,43.06305555555556,47.5 GB,51007318536,openneuro,ds005021,Healthy,Visual,Attention,eeg,Tilt Illusion by Phase,CC0,doi:10.18112/openneuro.ds005021.v1.2.1,0.0
310,ds005028,105,11,3,[],[],0.0291666666666666,422.07 MB,442568172,openneuro,ds005028,,Visual,Motor,eeg,Comparing P300 Flashing paradigms in online typing with language models,CC0,doi:10.18112/openneuro.ds005028.v1.0.0,0.0
311,ds005034,100,25,2,129,1000,34.91862888888889,61.36 GB,65885314989,openneuro,ds005034,Healthy,Visual,Memory,eeg,The effect of theta tACS on working memory,CC0,doi:10.18112/openneuro.ds005034.v1.0.1,1.0
312,ds005048,35,35,1,19,250,5.2027777777777775,355.91 MB,373200390,openneuro,ds005048,Dementia,Auditory,Attention,eeg,40Hz Auditory Entrainment,CC0,doi:10.18112/openneuro.ds005048.v1.0.1,1.0
313,ds005059,282,69,1,112*,1000*,261.31572875603473,167.3 GB,179631838657,openneuro,ds005059,Unknown,Visual,Memory,ieeg,Paired Associates Learning: Memory for Word Pairs in Cued Recall,CC0,doi:10.18112/openneuro.ds005059.v1.0.6,0.0
314,ds005065,275,21,1,415*,1200,68.0,425.76 GB,457153490815,openneuro,ds005065,Healthy,Visual,Decision-making,meg,Heuristics in risky decision-making relate to preferential representation of information MEG data,CC0,doi:10.18112/openneuro.ds005065.v1.0.0,1.0
315,ds005079,60,1,15,65,500,3.800026666666666,1.68 GB,1809231507,openneuro,ds005079,Healthy,Multisensory,Affect,eeg,The Effects of Directed Therapeutic Intent on Live and Damaged Cells,CC0,doi:10.18112/openneuro.ds005079.v2.0.0,1.0
316,ds005083,1357,61,3,[],[],,0B,0,openneuro,ds005083,Surgery,,Clinical/Intervention,ieeg,Safety and Accuracy of Stereoelectroencephalography for Pediatric Patients with Prior Craniotomy,CC0,doi:10.18112/openneuro.ds005083.v1.0.0,
317,ds005087,60,20,3,63,1000,14.447911111111113,12.24 GB,13146879384,openneuro,ds005087,Healthy,Visual,Perception,eeg,rapid-hemifield-object-eeg,CC0,doi:10.18112/openneuro.ds005087.v1.0.1,1.0
318,ds005089,36,36,1,63,1000,68.82001666666666,68.01 GB,73021312471,openneuro,ds005089,Healthy,Visual,Attention,eeg,Proactive selective attention across competition contexts,CC0,doi:10.18112/openneuro.ds005089.v1.0.1,1.0
319,ds005095,48,48,1,63,1000,16.901139444444443,14.28 GB,15336170094,openneuro,ds005095,Healthy,Visual,Memory,eeg,STERNBERG DIFFICULT,CC0,doi:10.18112/openneuro.ds005095.v1.0.2,7.0
320,ds005106,42,42,1,33,500,,1.24 GB,1331391470,openneuro,ds005106,Healthy,Visual,Attention,eeg,200 Objects Infants EEG,CC0,doi:10.18112/openneuro.ds005106.v1.5.0,0.0
321,ds005107,350,21,1,65,1000,31.625122222222224,27.58 GB,29613455000,openneuro,ds005107,Healthy,Visual,Perception,meg,FACE-DEC,CC0,doi:10.18112/openneuro.ds005107.v2.0.0,1.0
322,ds005114,223,91,1,65*,500,125.70132055555555,55.88 GB,59996318346,openneuro,ds005114,TBI,Visual,Attention,eeg,EEG: DPX Cog Ctl Task in Acute Mild TBI,CC0,doi:10.18112/openneuro.ds005114.v1.0.0,0.0
323,ds005121,39,34,1,65,512,40.52590386284722,9.04 GB,9711091695,openneuro,ds005121,Healthy,Sleep,Memory,eeg,Siefert2024,CC0,doi:10.18112/openneuro.ds005121.v1.0.2,1.0
324,ds005131,63,58,2,64,500,52.035291666666666,22.35 GB,23996523766,openneuro,ds005131,Healthy,Auditory,Attention/Memory,eeg,Evoked responses to elevated sounds,CC0,doi:10.18112/openneuro.ds005131.v1.0.1,0.0
325,ds005169,112,20,1,82*,4096,0.6533333333333333,4.03 GB,4322721427,openneuro,ds005169,Epilepsy,Other,Clinical/Intervention,ieeg,Dataset of intracranial EEG during cortical stimulation evoking visual effects,CC0,doi:10.18112/openneuro.ds005169.v1.0.0,0.0
326,ds005170,225,5,1,[],[],104.28733333333334,90.73 GB,97416063152,openneuro,ds005170,Healthy,Visual,other,eeg,Chisco,CC0,doi:10.18112/openneuro.ds005170.v1.1.2,1.0
327,ds005178,140,10,1,4*,250,1012.5174533333332,25.74 GB,27636341897,openneuro,ds005178,Healthy,Sleep,Sleep,eeg,Ear-EEG Sleep Monitoring 2023 (EESM23),CC0,doi:10.18112/openneuro.ds005178.v1.0.0,
328,ds005185,356,20,3,25,500,1365.566388888889,267.6 GB,287335439821,openneuro,ds005185,Healthy,Sleep,Sleep,eeg,Ear-EEG Sleep Monitoring 2019 (EESM19),CC0,doi:10.18112/openneuro.ds005185.v1.0.2,
329,ds005189,30,30,1,62,1000,19.326080555555556,16.07 GB,17255876906,openneuro,ds005189,Healthy,Visual,Memory,eeg,Search Superiority Recollection Familiarity,CC0,doi:10.18112/openneuro.ds005189.v1.0.1,0.0
330,ds005207,39,20,1,13*,128*,422.5796577083333,28.52 GB,30627443497,openneuro,ds005207,Healthy,Sleep,Sleep,eeg,Surrey cEEGrid sleep data set,CC0,doi:10.18112/openneuro.ds005207.v1.0.0,0.0
331,ds005241,117,24,2,256,1000,3.731936944444445,140.48 GB,150839266536,openneuro,ds005241,Healthy,Unknown,Unknown,meg,NeuroMorph: A High-Temporal Resolution MEG Dataset for Morpheme-Based Linguistic Analysis,CC0,doi:10.18112/openneuro.ds005241.v1.1.0,0.0
332,ds005261,128,17,2,248*,2034,3.0415982996288142,137.25 GB,147368587261,openneuro,ds005261,Healthy,Unknown,Learning,meg,Gloups_MEG,CC0,doi:10.18112/openneuro.ds005261.v3.0.0,0.0
333,ds005262,186,12,1,8,250,25.04766111111111,688.75 MB,722210589,openneuro,ds005262,Healthy,Visual,other,eeg,ArEEG: Arabic Inner Speech EEG dataset,CC0,doi:10.18112/openneuro.ds005262.v1.0.1,0.0
334,ds005273,33,33,1,63,1000,58.05492972222223,44.42 GB,47690881750,openneuro,ds005273,Healthy,Visual,Decision-making,eeg,Neural representation of consciously seen and unseen information,CC0,doi:10.18112/openneuro.ds005273.v1.0.0,0.0
335,ds005274,22,22,1,6,500,1.6619166666666665,71.91 MB,75399884,openneuro,ds005274,Healthy,,,eeg,UV_EEG,CC0,doi:10.18112/openneuro.ds005274.v1.0.0,0.0
336,ds005279,90,30,0,[],1200,3.4166666666666665,58.88 GB,63222442220,openneuro,ds005279,Healthy,Multisensory,Other,meg,Picture-Word Interference Dataset,CC0,doi:10.18112/openneuro.ds005279.v1.0.3,0.0
337,ds005280,669,223,1,64,1000,98.77304805555556,42.38 GB,45503186303,openneuro,ds005280,Healthy,Tactile,Perception,eeg,223 By BP,CC0,doi:10.18112/openneuro.ds005280.v1.0.0,
338,ds005284,26,26,1,64,1024*,2.3897222222222223,1.66 GB,1784094196,openneuro,ds005284,Unknown,Unknown,Unknown,eeg,26 By Biosemi,CC0,doi:10.18112/openneuro.ds005284.v1.0.0,
339,ds005285,116,29,1,32,1000,26.726972777777775,11.83 GB,12705224701,openneuro,ds005285,Healthy,Tactile,Perception,eeg,29 By ANT,CC0,doi:10.18112/openneuro.ds005285.v1.0.0,
340,ds005286,30,30,1,32,1000,21.157749444444445,9.35 GB,10042737622,openneuro,ds005286,Healthy,Tactile,Perception,eeg,30 By ANT,CC0,doi:10.18112/openneuro.ds005286.v1.0.0,
341,ds005289,195,39,1,64,1000,16.56392138888889,7.11 GB,7636421599,openneuro,ds005289,Unknown,Unknown,Unknown,eeg,39 By BP,CC0,doi:10.18112/openneuro.ds005289.v1.0.0,
342,ds005291,65,65,1,32,1000,47.67444555555556,20.46 GB,21968960012,openneuro,ds005291,Healthy,Tactile,Perception,eeg,65 By ANT,CC0,doi:10.18112/openneuro.ds005291.v1.0.0,
343,ds005292,426,142,1,64,1024*,64.33333333333333,50.85 GB,54603307745,openneuro,ds005292,Healthy,Tactile,Perception,eeg,142 by Biosemi,CC0,doi:10.18112/openneuro.ds005292.v1.0.0,
344,ds005293,570,95,1,60,1000,234.0310605555555,98.88 GB,106171437197,openneuro,ds005293,Healthy,Tactile,Perception,eeg,95 By BP,CC0,doi:10.18112/openneuro.ds005293.v1.0.0,
